BODY,BODY NAME,SERVICE CODE,ORGANISATIONAL UNIT,ORGANISATIONAL UNIT CODE,EXPENDITURE CATEGORY,EXPENDITURE CODE,DATE (POSTING DATE),TRANSACTION NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID,Year,Month
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Public Health Contract Payments,540000,04/09/2020,5100438604,1123.5,Westbrook Medical Centre,100904,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Welfare Support,10360,"Campaigns,  Projects and Events",491950,24/11/2020,5100438619,4435.0,Changing Lives in Cheshire,111607,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Walton Estate,41430,Oil - Gas,301250,06/11/2020,5100438645,876.0,Standard Fuel Oils Ltd,117478,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,19/11/2020,5100438959,73754.91,Mott Macdonald Ltd,104950,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,06/11/2020,5100439040,78374.0,Mott Macdonald Ltd,104950,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENP,Environment & Regeneration,82000,Consult.& Prof. Serv,440000,21/09/2020,5100439293,2040.57,Muse Developments Ltd,113059,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,06/11/2020,5100439379,633.6,Healthcare Matters,110751,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,06/11/2020,5100439622,37529.52,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,20/10/2020,5100439623,34371.04,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,20/10/2020,5100439624,35418.2,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,20/10/2020,5100439625,35595.13,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,20/10/2020,5100439627,41135.71,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,20/10/2020,5100439628,40400.83,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,03/11/2020,5100439822,95000.0,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,03/11/2020,5100439822,3409.42,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,03/11/2020,5100439823,51229.38,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,20/10/2020,5100439824,82083.07,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting col works order Rep,531450,20/10/2020,5100439825,77985.53,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,20/10/2020,5100439826,57705.44,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Street Lighting Client,44241,Lighting Energy Char,531550,03/11/2020,5100439827,46349.67,Npower Electricity,101884,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Intermediate Care at Home,54520,Cleaning Materials,400450,10/11/2020,5100440006,655.8,Bunzl Cleaning And Hygiene Supplies,104650,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Intermediate Care at Home,54520,Cleaning Materials,400450,10/11/2020,5100440006,1093.0,Bunzl Cleaning And Hygiene Supplies,104650,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,NEO,Neighbourhood & Community Other,83002,Consult.& Prof. Serv,440000,24/09/2020,5100440028,1150.0,Walker Simpson Architects,115058,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,PIO,People & Improvement Other,85002,Consult.& Prof. Serv,440000,24/09/2020,5100440029,1150.0,Walker Simpson Architects,115058,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,26/11/2020,5100440264,2950.0,Aecom Ltd,106088,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Maintenance Work - Sub Contractors,301150,06/11/2020,5100440476,525.0,Quartix Ltd,115590,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Strategic Transportation,44510,Consult.& Prof. Serv,440000,04/11/2020,5100440528,11244.0,Wsp Uk Ltd,103007,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic and Safety,44350,Traffic Section,531150,19/11/2020,5100440560,555.78,TMP UK Ltd,108498,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Urban Traffic Management Control,44370,Signal Equipment,531650,05/10/2020,5100440800,4726.92,Siemens Mobility Limited,101162,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Urban Traffic Management Control,44370,Signal Equipment,531650,05/10/2020,5100440802,14814.69,Siemens Mobility Limited,101162,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Urban Traffic Management Control,44370,Signal Equipment,531650,05/10/2020,5100440804,2285.68,Siemens Mobility Limited,101162,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Signal Equipment,531650,05/10/2020,5100440806,1428.55,Siemens Mobility Limited,101162,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,05/10/2020,5100440876,11114.16,Sanderson Weatherall LLP,117413,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic and Safety,44350,Traffic Section,531150,19/11/2020,5100440881,698.38,TMP UK Ltd,108498,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Strategic Transportation,44510,Consult.& Prof. Serv,440000,12/10/2020,5100440900,6500.0,Mott Macdonald Ltd,104950,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Temporary Accomodation,43652,Maintenance Work - Sub Contractors,301150,05/10/2020,5100440905,600.0,Furniture Resource Centre LTD,117178,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 4,31014,Fees (Including Agents Fees),441450,16/11/2020,5100441046,1386.8,Network Ventures Ltd,110554,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Investment Property Acquisitions,62095,Consult.& Prof. Serv,440000,07/10/2020,5100441099,4750.0,Gerald Eve LLP,117952,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Virtual School,31112,Subscriptions,470000,07/10/2020,5100441109,500.0,National Assoc of Virtual School He,115856,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Inclusion,32207,Equipment Purchase & Contract,400000,09/11/2020,5100441112,979.0,Pearson Education,103761,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Inclusion,32207,Equipment Purchase & Contract,400000,09/11/2020,5100441112,1296.99,Pearson Education,103761,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Inclusion,32207,Equipment Purchase & Contract,400000,09/11/2020,5100441112,1248.98,Pearson Education,103761,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,09/11/2020,5100441209,1452.0,Carroll Plant Ltd,101548,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Assistance & Income,53111,Consult.& Prof. Serv,440000,08/10/2020,5100441228,4000.0,Servelec Social Care Ltd,116539,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,ICT Projects,23300,Computer Hardware - Purchase,450700,08/10/2020,5100441299,1848.44,Dell,104659,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,19/11/2020,5100441313,18696.0,Edenhouse Solutions Ltd,114416,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Translation Service,52202,Agency Supply - GF,180000,30/10/2020,5100441346,5052.84,DA Languages Ltd,115660,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Environmental Works,531050,24/11/2020,5100441422,10310.34,George Cox & Sons,105471,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,13/11/2020,5100441430,549.2,Wsr Recycling Ltd,101196,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Private Sector Hsg.,43660,Security Systems,250000,09/10/2020,5100441435,1470.0,Dukes Bailiffs Ltd,102969,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,18/11/2020,5100441465,1188.0,Peter Douglass Platforms,104676,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG Independent School Fees,32011,Fees (Including Agents Fees),441450,12/10/2020,5100441574,2943.5,Beech Hall School Limited,117355,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG Independent School Fees,32011,Fees (Including Agents Fees),441450,12/10/2020,5100441575,3453.75,Beech Hall School Limited,117355,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Equipment Purchase & Contract,400000,12/10/2020,5100441577,2550.0,Peter Gold,114604,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Highways Adoption,44550,Public Rights Of Way,531900,12/10/2020,5100441579,4061.2,Ecological Landscape Management Ltd,109936,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG - Medical Needs,32002,Eotas Pupil Funding,490350,12/10/2020,5100441603,1970.0,Integra People,116891,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Professional Development Centre,21000,Security Systems,250000,06/11/2020,5100441607,688.0,Kingdom Security Ltd,101324,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Culture Trust,53191,Consult.& Prof. Serv,440000,12/10/2020,5100441609,19000.0,Marketing Cheshire,104385,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 4,31014,Fees (Including Agents Fees),441450,16/11/2020,5100441611,1413.35,Network Ventures Ltd,110554,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,New Market - Operational Account,47000,Equipment Purchase & Contract,400000,12/10/2020,5100441624,2183.75,Solutions 24-7 Ltd,117581,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic and Safety,44350,Permanent Traffic Regulation Orders,442350,11/11/2020,5100441626,505.74,TMP UK Ltd,108498,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Consult.& Prof. Serv,440000,12/10/2020,5100441636,5170.0,Xylem Resourcing,117981,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,13/10/2020,5100441671,6562.0,Bikeright,101692,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Highways Drainage,44270,Materials,400500,13/10/2020,5100441673,11870.0,Empire Ground Care Ltd,115905,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,21 Rylands Street,45166,Servicing Contracts,200150,13/10/2020,5100441712,1106.06,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,5 Tanning Court,45091,Servicing Contracts,200150,13/10/2020,5100441714,891.98,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Bank Park New Pavillion & Caf,45258,Servicing Contracts,200150,13/10/2020,5100441719,1101.84,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Bewsey Park Pavillion,45200,Servicing Contracts,200150,13/10/2020,5100441721,777.78,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Burtonwood Community Centre,45075,Servicing Contracts,200150,13/10/2020,5100441724,942.18,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Croft Community/Youth Centre,45071,Servicing Contracts,200150,13/10/2020,5100441729,621.48,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Crosfields Rec Ground,45213,Servicing Contracts,200150,13/10/2020,5100441730,631.22,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Culcheth Community Centre,45072,Servicing Contracts,200150,13/10/2020,5100441731,599.18,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Customer Contact Centre,45163,Servicing Contracts,200150,13/10/2020,5100441733,711.56,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Dallam Changing Room UPRN 27594,45434,Servicing Contracts,200150,13/10/2020,5100441734,965.26,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,East Annexe & Drill Hall,45169,Servicing Contracts,200150,13/10/2020,5100441735,1554.68,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Greenwood Community Centre,45078,Servicing Contracts,200150,13/10/2020,5100441737,687.84,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,UPRN 15268 Hatters Row,45232,Servicing Contracts,200150,13/10/2020,5100441738,1534.58,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,New Town House,45168,Servicing Contracts,200150,13/10/2020,5100441750,4656.62,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Woolston SEN Admin Building,45437,Servicing Contracts,200150,13/10/2020,5100441753,1089.7,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Orford Community Cafe Hub,45074,Servicing Contracts,200150,13/10/2020,5100441754,1200.22,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Orford Youth Centre - Capesthorne Road,45073,Servicing Contracts,200150,13/10/2020,5100441756,799.08,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Padgate/Fearnhead Cross Youth Centre,45080,Servicing Contracts,200150,13/10/2020,5100441758,1048.44,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Padgate House,45061,Servicing Contracts,200150,13/10/2020,5100441759,1950.96,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Personal Development Centre,45165,Servicing Contracts,200150,13/10/2020,5100441764,1073.52,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Quattro,45162,Servicing Contracts,200150,13/10/2020,5100441765,2577.24,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Radley Common Community Centre,45077,Servicing Contracts,200150,13/10/2020,5100441766,529.98,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Registrar Office,45188,Servicing Contracts,200150,13/10/2020,5100441767,672.12,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Transformation Team,52210,Stationery,430150,04/11/2020,5100441780,2050.0,Computer Futures,116968,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Environmental Works,531050,14/10/2020,5100441807,160243.54,Dowhigh Ltd,105350,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,04/11/2020,5100441818,1749.27,Turner Groundscare,105201,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,13/10/2020,5100441833,500.0,Nottingham Rehab Limited,101513,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Tour of Britan September 2020,42190,"Campaigns,  Projects and Events",491950,13/10/2020,5100441838,25000.0,Tour of Britain Ltd,117602,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENP,Environment & Regeneration,82000,Building Work,200850,30/10/2020,5100441850,400000.0,Gravity Fitness Limited,117910,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Sandy Lane Children's Centre,45035,Servicing Contracts,200150,14/10/2020,5100441883,770.86,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Shaw Street Recreation Ground Pavilion,45206,Servicing Contracts,200150,14/10/2020,5100441884,952.72,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Redacted for personal data,45249,Servicing Contracts,200150,14/10/2020,5100441888,657.84,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,St Werburgh's Social Services Offices,45160,Servicing Contracts,200150,14/10/2020,5100441889,1906.64,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Retail Market,45219,Servicing Contracts,200150,14/10/2020,5100441891,15004.72,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Thornton Road Changing Rooms,45204,Servicing Contracts,200150,14/10/2020,5100441892,564.42,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Town Hall,45167,Servicing Contracts,200150,14/10/2020,5100441893,734.08,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Victoria Park Sports Area,45244,Servicing Contracts,200150,14/10/2020,5100441899,730.5,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Victoria Park Sports Pavillion,45212,Servicing Contracts,200150,14/10/2020,5100441900,2079.6,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,St Mary's Closed Churchyard - Lymm,45019,Servicing Contracts,200150,14/10/2020,5100441901,555.94,Mears Limited,114197,2020,November
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Walton Golf Course (Clubhouse),45114,Servicing Contracts,200150,14/10/2020,5100441902,1640.08,Mears Limited,114197,2020,November
