BODY,BODY NAME,SERVICE CODE,ORGANISATIONAL UNIT,ORGANISATIONAL UNIT CODE,EXPENDITURE CATEGORY,EXPENDITURE CODE,DATE (POSTING DATE),TRANSACTION NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID,Year,Month
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,12/07/2021,5100460952,1000.0,Pm Surveys Ltd,100711,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Environmental Works,531050,14/07/2021,5100461016,3680.0,Security Access Systems Ltd,117650,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,HOL,Insurance Fund,91100,Insurance Claims,443400,12/05/2021,5100461071,1653.3,Salford City Council,410033,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways S106,82003,Materials,400500,12/07/2021,5100461099,10775.0,George Cox & Sons,105471,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Consult.& Prof. Serv,440000,13/07/2021,5100461111,4200.0,W A P Lawton & Son Ltd,105431,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG Independent School Fees,32011,Fees (Including Agents Fees),441450,09/07/2021,5100461148,15703.22,KS Education Limited,118242,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,18/05/2021,5100461691,1692.4,Newlyn Healthcare Ltd,101429,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Maintenance Work - Sub Contractors,301150,20/05/2021,5100461802,965.99,North West Truck Services Ltd,104980,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,13/07/2021,5100461921,750.14,Dennis Eagle Parts,104661,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,12/07/2021,5100462216,618.81,Turner Groundscare,105201,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Care Call,54550,Health Awareness,441950,25/05/2021,5100462268,1849.5,Cair (UK) Ltd,117944,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Drug Action,443600,22/07/2021,5100462381,129229.58,CGL,440139,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Prison Substance Misuse Services,53840,Drug Action,443600,22/07/2021,5100462382,94806.67,CGL,440139,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Facilities Management,41422,Equipment Purchase & Contract,400000,27/05/2021,5100462442,1200.0,David Webster & Sons Ltd,102202,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Development Control,43430,Consult.& Prof. Serv,440000,27/05/2021,5100462446,5062.5,Tameside M B,440155,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,12/07/2021,5100462500,566.85,Turner Groundscare,105201,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Fair Trading & Investigations,41500,Consult.& Prof. Serv,440000,12/07/2021,5100462540,1064.0,Vivid Resourcing Limited,115752,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,20/07/2021,5100462971,3690.34,Turner Groundscare,105201,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,26/07/2021,5100463067,2520.0,NSL Services Group,113509,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,12/07/2021,5100463069,540.0,P S D Vehicle Rental,100551,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Democratic Services,11400,"Campaigns,  Projects and Events",491950,04/06/2021,5100463081,600.0,CIPFA,104607,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Protection Team,56130,Consult.& Prof. Serv,440000,17/06/2021,5100463239,504.0,Woolton Physiotherapy Clinic,117516,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Protection Team,56130,Consult.& Prof. Serv,440000,17/06/2021,5100463240,792.0,Woolton Physiotherapy Clinic,117516,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Protection Team,56130,Consult.& Prof. Serv,440000,07/06/2021,5100463243,1836.0,Woolton Physiotherapy Clinic,117516,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,07/06/2021,5100463244,3069.62,West Wallasey Car Hire Ltd,103584,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Technical Surveys,532050,09/06/2021,5100463257,10521.99,Ginger Lehmann Ltd,116636,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Security Systems,250000,19/07/2021,5100463299,530.18,Safeguard Nw Ltd,105412,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Health Awareness,441950,15/07/2021,5100463329,2280.0,Redacted for personal data,114604,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Translation Service,52202,Agency Supply - GF,180000,07/06/2021,5100463330,5345.53,DA Languages Ltd,115660,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Supplies & Services - Covid 19,499919,11/06/2021,5100463603,3087.0,Hill Rom Ltd,110707,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic and Safety,44350,Unlit Signs,531200,16/06/2021,5100463756,783.55,Glasdon Uk Ltd,105365,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Local Plan,43445,Consult.& Prof. Serv,440000,26/07/2021,5100463760,6988.33,G L Hearn Limited,114557,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Maintenance Work - Sub Contractors,301150,13/07/2021,5100463804,1809.85,Bentleys Motors Warrington Ltd,104511,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Fair Trading & Investigations,41500,Consult.& Prof. Serv,440000,14/06/2021,5100463807,1030.75,Vivid Resourcing Limited,115752,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Rapid Response  NHSE,57300,Consult.& Prof. Serv,440000,06/07/2021,5100463819,5000.0,Xylem Resourcing,117981,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Clean Repair Drains,531000,14/06/2021,5100463820,2795.8,Xylem Water Solutions UK LTD,117633,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Recycling,41820,Bring Site Charges,443150,14/06/2021,5100463822,902.1,Wsr Recycling Ltd,101196,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Strategic Transportation,44510,Consult.& Prof. Serv,440000,14/06/2021,5100463830,1338.0,Wsp Uk Ltd,103007,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Culture Trust,53191,Consult.& Prof. Serv,440000,14/06/2021,5100463847,11500.0,Not too Tame Theatre Company,116799,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Crematorium,41411,Resaleables,400600,14/06/2021,5100463853,531.63,Hilton Cabinet Company Liimited,101054,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Concessionary Travel,60000,Travelling Allowance,330000,13/07/2021,5100463855,672.64,Cheshire West And Chester,103357,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,14/06/2021,5100463856,700.0,Nottingham Rehab Limited,101513,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Bridges - Structural,532800,14/06/2021,5100463860,1619.91,Urban Hygiene Ltd,114905,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,14/06/2021,5100463867,12357.0,Bikeright,101692,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Penketh Property - FR,31314,Materials,400500,14/06/2021,5100463871,990.0,TSB Building Solutions,117967,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Penketh Property - FR,31314,Stationery,430150,14/06/2021,5100463873,771.2,TSB Building Solutions,117967,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Penketh Property - FR,31314,Materials,400500,14/06/2021,5100463874,721.9,TSB Building Solutions,117967,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Penketh Property - FR,31314,Materials,400500,14/06/2021,5100463875,926.33,TSB Building Solutions,117967,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Development Control,43430,Periodicals & Publ.,430250,14/06/2021,5100463881,1183.18,TMP UK Ltd,108498,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,SCM Meadowside Community Primary School,33104,Annual Maintenance,442100,14/06/2021,5100463897,501.21,Leymac Engineering Services Ltd,112589,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,15/06/2021,5100463961,2700.0,Mott Macdonald Ltd,104950,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,15/06/2021,5100463962,13952.0,Mott Macdonald Ltd,104950,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,15/06/2021,5100463962,1090.0,Mott Macdonald Ltd,104950,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Vehicle & Plant Acq.,41312,Vehicle & Plant Purchase,301350,15/06/2021,5100463969,2083.0,Balmers Garden Machinery,103669,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Trading Standards North West,41564,"Campaigns,  Projects and Events",491950,15/06/2021,5100463990,13009.0,NEMS Market Research Ltd,118036,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Trading Standards North West,41564,"Campaigns,  Projects and Events",491950,15/06/2021,5100463991,12986.0,NEMS Market Research Ltd,118036,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Diesel,300100,12/07/2021,5100463997,20649.15,Standard Fuel Oils Ltd,117478,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,West Annexe,45161,Maintenance of Plant & Machinery,250050,15/06/2021,5100464029,1051.49,Generator Power Ltd,117550,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 4,31014,Fees (Including Agents Fees),441450,15/06/2021,5100464039,1470.1,Network Ventures Ltd,110554,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,New Market - Operational Account,47000,Subscriptions,470000,15/06/2021,5100464048,2421.73,PPL PRS Ltd,101488,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,15/06/2021,5100464053,27569.0,Mott Macdonald Ltd,104950,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,15/06/2021,5100464054,19897.0,Mott Macdonald Ltd,104950,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,15/06/2021,5100464055,4260.5,Mott Macdonald Ltd,104950,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,15/06/2021,5100464056,6520.0,Mott Macdonald Ltd,104950,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Health Awareness,441950,15/06/2021,5100464064,615.0,Nottingham Rehab Limited,101513,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,15/06/2021,5100464065,546.0,Nottingham Rehab Limited,101513,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Technical Surveys,532050,12/07/2021,5100464080,2250.0,Pm Surveys Ltd,100711,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Planning Policy & Strategy,44530,Public Rights Of Way,531900,16/06/2021,5100464129,2760.0,McEwan Contractors Ltd,103366,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Care Call,54550,Equipment Purchase & Contract,400000,16/06/2021,5100464130,604.0,Doro Care (UK) Ltd,115633,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Oil - Gas,301250,16/06/2021,5100464132,1266.28,Standard Fuel Oils Ltd,117478,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,775.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,695.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,695.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,01/07/2021,5100464140,695.0,Duttons Traffic Management Services,115913,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Health Awareness,441950,16/06/2021,5100464141,1350.0,Cair (UK) Ltd,117944,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Petrol,300050,12/07/2021,5100464145,2036.48,Standard Fuel Oils Ltd,117478,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Staffing - Cluster Central & East,31520,Materials,400500,16/06/2021,5100464148,580.0,Redacted for personal data,118177,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Public Health Contract Payments,540000,16/06/2021,5100464201,20000.0,Livewire,110692,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,16/06/2021,5100464210,765.0,Wsp Uk Ltd,103007,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,16/06/2021,5100464229,997.5,Lisclare Ltd,100553,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,19/07/2021,5100464232,844.73,F R Sharrock Ltd,105122,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Environmental Works,531050,17/06/2021,5100464239,189434.3,Dowhigh Ltd,105350,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,16/06/2021,5100464249,15298.55,Sanderson Weatherall LLP,117413,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Environmental Works,531050,17/06/2021,5100464310,53503.0,Dowhigh Ltd,105350,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Drug Action,443600,17/06/2021,5100464324,3848.0,Greater Mcr Mental Health NHS,117528,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Fair Trading & Investigations,41500,Consult.& Prof. Serv,440000,17/06/2021,5100464328,798.0,Vivid Resourcing Limited,115752,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Technical Surveys,532050,12/07/2021,5100464339,1250.0,Pm Surveys Ltd,100711,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Technical Surveys,532050,12/07/2021,5100464340,950.0,Pm Surveys Ltd,100711,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Technical Surveys,532050,12/07/2021,5100464341,675.0,Pm Surveys Ltd,100711,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 4,31014,Fees (Including Agents Fees),441450,18/06/2021,5100464390,684.25,Network Ventures Ltd,110554,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Health Awareness,441950,18/06/2021,5100464394,675.0,PulseGuard International Limited,118340,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,18/06/2021,5100464395,2756.43,Gandlake Limited,104740,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Pyramid Remastered,40079,Consult.& Prof. Serv,440000,18/06/2021,5100464396,3492.5,Charcoalblue International Ltd,118314,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Local Plan,43445,Consult.& Prof. Serv,440000,21/06/2021,5100464532,14035.0,AECOM Infrastructure & Environment,112506,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Materials,400500,21/06/2021,5100464554,1752.24,Cromwell Polythene Ltd,112559,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Materials,400500,21/06/2021,5100464554,1346.56,Cromwell Polythene Ltd,112559,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Planning Policy & Strategy,44530,Public Rights Of Way,531900,21/06/2021,5100464557,4061.2,Ecological Landscape Management Ltd,109936,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,21/06/2021,5100464569,36521.96,Daisy Communications Ltd,107866,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Diesel,300100,12/07/2021,5100464641,20604.57,Standard Fuel Oils Ltd,117478,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG Independent School Fees,32011,Fees (Including Agents Fees),441450,23/06/2021,5100464722,3272.0,Reflexion Care Group Limited,117938,2021,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG Independent School Fees,32011,Fees (Including Agents Fees),441450,23/06/2021,5100464726,28141.76,Wargrave House School,400175,2021,July
